topicIdx,short,conf,usercode,created,long,version,mode,key,wordNum,duration,randomImage_idx
29,Scandal,3,0KY1L9V4,2015-03-04T04:58:43,A scandal involving presidential interaction with a corporation.,4,word,5178629973606400,20,88,3
0,cooking,2,6JUC742V,2015-03-03T12:24:32,This describes something about preparing food,4,wordcloud,5179037727064064,10,22,1
34,weather on earth,4,XLZQLPUJ,2015-03-03T06:41:38,effects of weather on this plannet,4,histogram,5179250059509760,5,27,1
38,Baseball,2,2NVOQXQW,2015-03-04T21:23:48,Hitting a ball by different people,4,word,5180666056540160,20,36,1
33,Live better longer,4,3PE1FCWG,2015-03-06T14:44:27,People who are liked live better and longer lives.,4,histogram,5181008580182016,5,73,3
12,Popular internet uses.,4,5B20KONS,2015-03-05T12:04:01,Various popular internet uses being described.,4,histogram,5181175278600192,20,51,1
27,Museum collection,4,OD524A0T,2015-03-05T17:16:40,Various collections at a museum,4,topic-in-a-box,5181671347322880,10,44,1
44,art,4,K6GGSQJ2,2015-03-04T04:34:36,"The visual arts, specifically in a theater environment.",4,word,5181878042624000,10,44,2
2,Media,4,QBKE36IN,2015-03-05T19:28:47,It is the transfer of information using different formats.,4,topic-in-a-box,5182177348157440,20,62,3
49,Travel in China,2,O7GPR67M,2015-03-03T06:44:40,It's comparing travel in China and Canada.,4,histogram,5182686570217472,20,48,5
48,contract of a team,4,SKKTRCSD,2015-03-03T13:58:39,This is about contract negtiations.,4,word,5183233641676800,5,40,3
1,Government,4,1VANS8QM,2015-03-09T02:59:06,Legislatures working in public or state government offices ,4,topic-in-a-box,5184548170104832,20,58,1
48,Baseball season,4,FPKGFK2T,2015-03-05T18:57:07,This is about a baseball team and writing contracts for players.,4,topic-in-a-box,5185287441350656,5,28,3
39,energy,4,VJW7RPWG,2015-03-05T15:56:30,words used to describe energy market ?,4,wordcloud,5186119859699712,20,65,4
30,American/Iraqi conflict,3,JYON8IL4,2015-03-05T11:58:19,The American conflict in Iraq has had many phases.,4,word,5187135082594304,10,82,5
29,Coperations,4,IF818QOL,2015-03-06T01:54:52,Discussed the corporate world and how they marketed,4,topic-in-a-box,5187434388127744,20,77,1
35,financial planning,5,BJ7SWDZV,2015-03-05T02:36:17,There are options for financial planning.,4,wordcloud,5188387602432000,20,21,5
1,Health care legislation,4,7PEVEJLN,2015-03-09T01:35:04,The passing of healthcare reforms.,4,topic-in-a-box,5188767707037696,10,38,1
15,Museum Movies,4,6GLJACV6,2015-03-06T03:33:00,A night at the museum to watch movies by artists and directors.,4,wordcloud,5188998293094400,10,154,2
21,questions about issue,4,365EC025,2015-03-03T13:29:01,The public has many questions about the recent news report. ,4,word,5189505904541696,10,111,3
43,New television series,4,ILQ96JQ0,2015-03-05T17:26:09,A new tv series that follows lives of young people.,4,word,5189729779712000,20,63,2
18,michael scott league,5,5CWDK6FV,2015-03-05T12:45:58,michael scott from the office is coaching a baseball league.,4,word,5189804673204224,20,46,3
25,higher education,5,7QNY5URD,2015-03-05T15:59:44,"The articles are about students in higher education, after high school.",4,word,5190166524198912,5,56,1
16,working from home,5,3AOFKJR9,2015-03-03T08:25:01,People who work from their home,4,word,5191472462692352,5,19,4
1,Healthcare,3,J0E36QGB,2015-03-05T21:27:54,This is about state sponsored healthcare.,4,wordcloud,5192125029285888,10,66,1
1,health insurance scandal,3,4D0YJD1V,2015-03-08T04:39:54,This is about a health insurance scandal in New York.,4,word,5192306760089600,5,132,2
12,Digital Communications,4,P9TEE3MF,2015-03-03T04:18:38,A discussion of digital communications.,4,topic-in-a-box,5192684180340736,20,64,3
49,homelessness immigration ,3,XZ3NPR16,2015-03-03T09:52:41,Topic seems to be homlessness for immigrates in Canada. ,4,word,5193163606065152,20,62,1
27,Fashion Design,4,7EKG0UUJ,2015-03-05T15:08:37,Fashion is being directing on an Indian trend.,4,histogram,5193344263127040,5,55,5
43,Young Marriage,3,WEWU8U98,2015-03-05T19:14:37,Both women and men are getting married and having children later in life as careers are coming first.,4,word,5193727588958208,10,52,5
30,war on terrorism,4,E15R85WK,2015-03-03T07:28:31,A decade long conflict with little end in sight. ,4,topic-in-a-box,5194958633959424,10,25,4
6,President Bush Presidency,5,E6GW3S1H,2015-03-05T17:14:01,The words refer to the George Bush presidency in the United States. ,4,topic-in-a-box,5195583014830080,20,47,2
14,Drug research,4,ITY101AW,2015-03-05T12:44:45,An article about new drug research.,4,topic-in-a-box,5196230481149952,5,17,5
20,politics,4,CAFM97LJ,2015-03-03T07:16:33,articles about New York City Mayor Michael Bloomberg,4,wordcloud,5196832581877760,20,91,5
32,Authors and Books,4,Y2F9QR6Q,2015-03-05T02:11:53,Descriptions of events in books and types of books,4,word,5197278990041088,20,51,4
16,carrers,3,WRNEWC2F,2015-03-05T15:52:48,Balancing home life with your job.,4,wordcloud,5197563800059904,5,26,5
42,someone died,3,FTXVLT8I,2015-03-05T13:40:27,A fatal accident where the husband died and the wife lived,4,wordcloud,5197794386116608,10,21,1
34,life,3,G5IXSBD8,2015-03-05T16:49:15,life is swell.,4,wordcloud,5198085907021824,10,6,3
6,Iraq War,5,HIJB7NP0,2015-03-06T06:57:48,the military conflict started by President Bush in Iraq,4,histogram,5198767464644608,5,34,4
32,author autobiography,2,9KJP0Q18,2015-03-06T15:32:09,article about an author,4,topic-in-a-box,5200313652871168,20,130,4
38,venus or serena zilliams,5,AMMLSN2V,2015-03-05T16:32:18,The results of a tennis match.,4,histogram,5200836028268544,5,115,5
12,Internet,4,SX9WG4B0,2015-03-05T19:18:49,Discussion of internet uses and companies that specialize in the internet.,4,histogram,5201721865273344,20,30,1
2,News,4,X13QUNZT,2015-03-05T21:51:23,This is how we receive news.,4,wordcloud,5202252830605312,20,16,2
46,activities,4,BUXP50R0,2015-03-05T18:09:45,these are good events to do in spare time,4,word,5202684474818560,5,15,2
9,World ski competetion,3,651LUOQV,2015-03-05T15:19:42,Report on a world ski competetion being held in the U.S.,4,word,5204024504614912,5,44,4
47,United States Finances,5,E6GW3S1H,2015-03-05T17:14:01,The words refer to United States governments financial system.,4,topic-in-a-box,5206170377650176,20,67,2
20,Jersey City Island,1,0RH3E8NF,2015-03-05T20:33:04,Locals of New Jersey city island,4,topic-in-a-box,5206601484992512,5,36,2
3,"jews, christian, book",3,OZTI8ORY,2015-03-09T05:28:20,Jews and christian people read from a different book but are all the same.,4,topic-in-a-box,5208766148509696,10,121,4
8,Real Estate,3,MLF5U093,2015-03-05T20:39:07,Cost of real estate in states.,4,histogram,5209468912533504,10,34,2
44,culture,3,2CDPSSHI,2015-03-05T17:59:19,Cultural events. The worlds likely represent a list of cultural events that can be attended or possibly reviews of these events.,4,wordcloud,5210621574381568,10,38,3
3,History of church,3,KCUVD8GJ,2015-03-03T12:16:39,New book reveals church history,4,histogram,5210928127672320,10,48,5
45,President Ford cars,1,ME52PP93,2015-03-09T04:04:15,An article about President Ford's policies re: car manufacturing,4,topic-in-a-box,5211961604177920,5,46,1
14,Health study,4,E4KJEX2P,2015-03-05T18:29:51,article concerning new possible medical treatments for various ailments,4,histogram,5214030167801856,5,51,3
29,advertising and marketing,3,DIVDHG6O,2015-03-06T03:40:18,How companies advertise and market.,4,topic-in-a-box,5214916004806656,10,39,1
23,death of a person ,4,XLZQLPUJ,2015-03-03T06:41:38,article about a person who is the president of so.ething dying,4,histogram,5215850428628992,5,45,1
11,people,1,D0UZBUSX,2015-03-06T07:17:31,the concept is people,4,word,5215878614351872,10,14,4
28,Superpower,2,FIKH9YBC,2015-03-05T21:34:10,This discusses the US as a national superpower,4,histogram,5216118058778624,5,24,1
20,State Provisions ,4,1O7A21SC,2015-03-05T18:58:25,Something dealing with money and how a state legislature passed something in the NY/NJ area.,4,wordcloud,5216554803265536,20,70,4
1,new york legislature,5,B8R8L816,2015-03-03T13:58:34,The article is about the New York state legislature passing bills on health insurance,4,word,5219072459407360,20,161,2
37,politics,4,9ETAJ0X5,2015-03-03T12:19:08, The words represent a political issue or argument.,4,word,5219123462144000,5,35,5
21,communication,4,FM54YUDZ,2015-03-04T06:23:47,different forms of communication and or ways to pass information.,4,word,5219551885131776,20,80,2
37,politics,4,YN6KZFAB,2015-03-05T17:59:53,These words have to do with the American political system,4,wordcloud,5219732542193664,20,19,2
42,Obituary,4,19Z8SST3,2015-03-08T07:00:53,A wife's obituary.,4,topic-in-a-box,5220115868024832,5,20,5
39,oil impacts environment,4,Y6Y9NM4B,2015-03-03T12:23:18,It s about how oil and energy needs impact the environment.,4,histogram,5220773266456576,10,39,3
45,Car brands,4,6H5MYHAE,2015-03-05T21:37:53,This is talking about ford cars,4,histogram,5221090288730112,5,16,3
36,"Construction on a new building, street, park in a city",2,7N4VF1Q1,2015-03-04T10:55:24,"Construction project for new building, street, park, etc. in a city?",4,histogram,5221346913026048,10,39,5
2,news media,4,RB4NVCRM,2015-03-09T02:09:28,Television and radio news reaches an audience of millions.,4,wordcloud,5221375098748928,5,44,4
29,false advertising,3,AOVTZ2Y0,2015-03-05T20:44:57, deceptive claims about a product or service,4,wordcloud,5221971293896704,20,62,1
44,art,4,RUH643FD,2015-03-05T16:38:24,This relates to performance arts in society.,4,wordcloud,5222618760216576,20,28,2
27,designers,3,DEJKBGVE,2015-03-03T03:26:47,Collection of photos shows designers from differant eras.,4,topic-in-a-box,5223571974520832,20,141,3
28,international relations,4,XB2FBQ56,2015-03-05T18:13:33,This is how international relations works.,4,topic-in-a-box,5223952079126528,10,22,1
11,Look at me,5,H40KBT31,2015-03-05T16:45:41,The are look what I got random words babbled by a child.,4,word,5224182665183232,20,36,5
1,health insurance  ,3,6MKCH3N2,2015-03-05T23:09:20,governor talks about health insurance ,4,word,5224474186088448,10,68,4
7,Address,4,51YAF12W,2015-03-04T04:41:13,Identifying information for location,4,word,5225098030088192,5,14,5
27,fashion,2,J9XOZHHE,2015-03-03T02:49:01,These words have to do with the fashion industry.,4,word,5225436258762752,10,28,5
22,Family Ties,4,BZ7ZSUVG,2015-03-05T15:02:43,The entire family lives at home with children.,4,word,5227309401374720,5,44,5
20,New York,4,SC85Y3J4,2015-03-05T16:50:57,New York is a state on the east coast of the USA.,4,topic-in-a-box,5227491132178432,10,25,5
42,Tragic family death.,4,985VN8GO,2015-03-04T04:35:01,A family member has recently died tragically and the service is planned.,4,word,5228103433453568,20,67,4
29,false advertising claims,3,LF6KSFVU,2015-03-05T04:32:56,It is a discussion of a a charge of false advertising.,4,wordcloud,5228288653918208,10,67,3
17,Federal Court Case,3,6GZT824V,2015-03-05T13:15:52,A report from a federal court case and the judge's ruling.,4,wordcloud,5228911961047040,5,25,1
8,Stock Market,2,PZOQZAQM,2015-03-03T13:33:04,Stock Market increases.,4,word,5232026617643008,20,143,1
7,Real Estate,4,HSX56ZVE,2015-03-03T07:10:15,A real estate listing site to find houses and apartments.,4,wordcloud,5232463362129920,10,89,4
1,Health care,4,SYASPRAM,2015-03-03T07:30:24,Article about a state's health care and health insurance.,4,wordcloud,5232622812790784,10,28,2
23,family business death,3,2VENZH0D,2015-03-05T16:20:18,death of president of family business,4,wordcloud,5233951836733440,5,39,1
18,Government Offices,4,05PCE9UZ,2015-03-06T15:02:57,"This is a article on the terms of government officials, in Los Angeles, and San Francisco in California.",4,histogram,5234953906290688,5,164,4
27,Fall Fashion Week,5,D09WG3MR,2015-03-05T14:57:41,The fashion collection is of an Indiam design,4,word,5236906237362176,5,40,3
28,international nuclear ,4,ZXU3ML9M,2015-03-05T16:04:24,United States is negotiating use of nuclear weapons.,4,wordcloud,5237437202694144,5,47,4
10,International airport security,4,QKP7Z8HL,2015-03-07T03:10:39,The level of security in international airports.,4,histogram,5238063999483904,5,36,1
10,Travel,4,QEJ75TAY,2015-03-05T20:04:39,Articles about airline travel,4,wordcloud,5238896417832960,10,36,5
22,nuclear family strength,5,MTFW8SR6,2015-03-05T05:46:49,A married couple with kids in a home is the foundation of a good society.,4,wordcloud,5239173980094464,20,64,1
2,network stats,4,6O7RETY5,2015-03-05T16:17:51,report on tv network statistics,4,histogram,5239911640727552,20,23,2
10,Carribbean vacation,5,AFRNCE6J,2015-03-09T02:09:47,Travel by air for a carribean vacation,4,topic-in-a-box,5241774851227648,20,46,2
9,Vacation Resort,5,LBMODTT1,2015-03-05T15:10:59,The article is about a resort that has hosted skiing competitions and also have golf courses.,4,histogram,5241785857081344,10,52,3
44,Music Center,3,4R6ZY5E3,2015-03-05T17:44:57,"This year's Music Center lineup includes ballet, opera, and drama",4,wordcloud,5241972688158720,10,30,3
40,sports,4,3ITZJPTZ,2015-03-05T00:44:13,Information about sports and their rules and terminology.,4,topic-in-a-box,5242282462674944,5,50,1
25,university students,4,UZC26DPW,2015-03-03T04:57:06,Relationship between higher education students and their schools.,4,histogram,5243870795268096,5,38,2
27,museums displays,4,J8QDQSZR,2015-03-08T13:45:31,Museums display many forms of art and design.,4,topic-in-a-box,5244653284622336,20,229,5
16,life-work balance,3,Z2AYJ412,2015-03-03T13:28:51,I'm guessing this is about life-work balance.,4,topic-in-a-box,5245880839962624,10,44,3
1,health insurance,4,EJ7NJ3J2,2015-03-03T11:31:22,State health insurance listings.,4,histogram,5248767057985536,5,53,4
35,Company's Details,4,QNL9XO3M,2015-03-04T01:31:47,Financial and economic details of a company ,4,word,5248998717784064,10,55,4
23,grief counseling,3,L8N8IOCH,2015-03-08T13:49:53,A place that provides support for loved ones after a death,4,topic-in-a-box,5249214539890688,20,98,4
37,Political parties,3,SF20WZHV,2015-03-03T07:28:17,Government entities with power,4,histogram,5249406471241728,5,42,5
24,football game championship,5,40BYOK0A,2015-03-09T02:29:18,"This article is probaby talking about a football team's season, coach, and chances or results in a big championship game.",4,wordcloud,5251302430867456,5,50,4
8,Revenue,5,C30IZ7L3,2015-03-06T04:20:54,these words are used to descirbe revenue over a period of time,4,topic-in-a-box,5251377324359680,10,51,1
1,State health care,4,JB0BCZ1W,2015-03-05T16:44:12,An article about health insurance in the state of New York under Governor Spitzer.,4,word,5252040091500544,10,53,2
49,Mass transit,4,2UX7UQO9,2015-03-03T23:14:33,A story about mass transit/public transportation.,4,word,5252246786801664,10,72,2
16,retirement plans,4,TIB67OM7,2015-03-05T17:54:44,Investing for retirement,4,wordcloud,5252546092335104,20,183,4
37,Congress,4,19Z8SST3,2015-03-08T07:00:53,Republicans and Democrats battling over the two houses of congress.,4,topic-in-a-box,5254916914282496,5,48,5
3,religious affiliation,4,T0FKJFD2,2015-03-05T18:10:46,faith,4,word,5255656185528320,5,11,3
24,Sports,3,74RXFTPD,2015-03-03T07:50:26,The super bowl at the end of football season.,4,wordcloud,5256766166138880,20,28,4
49,"bus, trains, transit",3,OZTI8ORY,2015-03-09T05:28:20,"Transportation comes in many forms such as a bus, train or mass transit.",4,topic-in-a-box,5257155665985536,10,81,4
9,Olympic Games,4,SP66UY2P,2015-03-07T02:03:55,Many sports take place for many countries in the Olypic Games.,4,histogram,5259136451215360,20,45,1
23,Memorial,4,1RO9MD63,2015-03-05T21:44:49,This is a place to remember people.,4,word,5259367037272064,10,23,1
38,U.S. Open results,4,URNJ2R3N,2015-03-05T14:56:27,Tennis,4,word,5259564874203136,20,44,2
24,"football, playoffs, superbowl",4,2TSOLRRT,2015-03-03T10:57:18,A set of articles discussing upcoming playoff football games.,4,word,5259874648719360,20,45,2
14,Medical Research,5,ZUYVPHVV,2015-03-05T16:43:40,Medical research on certain conditions is leading to new drugs,4,topic-in-a-box,5260098523889664,5,45,2
26,Jazz music,3,DSEU7SUD,2015-03-05T15:16:11,Jazz music is from New Orleans,4,wordcloud,5260535268376576,5,16,5
40,sports,3,LEYNZ1CC,2015-03-04T04:37:27,competative game that is played either for fun or professionally ,4,word,5260620630851584,10,25,5
26,jazz band album,4,2KKCZTSC,2015-03-03T06:59:21,a jazz band almbum that influenced someone or recently came out,4,histogram,5263532350242816,5,29,4
19,Book genres,2,U6QESW5W,2015-03-05T13:11:51,"Different types of books include history, biographical, and review books.",4,topic-in-a-box,5263713007304704,5,118,4
30,military,4,I4QWA3HB,2015-03-05T18:13:06,these are military ideals that we strive to protect,4,topic-in-a-box,5264096333135872,5,15,1
44,Arts ,4,LNWS6WPW,2015-03-04T21:01:18,"Many theaters support the works of many different arts programs such as symphony orchestras, ballets, operas, and dance.",4,topic-in-a-box,5264730914553856,20,49,1
47,Federal government.,4,456LYYCF,2015-03-03T06:15:41,Different topics discussed by various sectors of the United States Government.,4,histogram,5265327378137088,20,31,1
38,Golf,1,PTDHRK3X,2015-03-05T20:17:38,A number of terms relating to golf,4,histogram,5265355563859968,10,35,1
26,music review,4,AXH10FOS,2015-03-05T16:22:50,"Discussing various music categories, mainly about jazz",4,topic-in-a-box,5265951759007744,20,26,2
15,visual arts displays,4,JIETTK3K,2015-03-05T04:25:28,These compare art galleries to movies.,4,word,5267210989731840,20,63,2
33,Social Work,2,TZF1YG00,2015-03-04T13:23:14,This concept concerns statistics which fall into the genre of sociology ,4,topic-in-a-box,5267647734218752,20,34,2
18,Cali terms,5,J9YYL19N,2015-03-04T18:23:15,Most likley an article talking about certain terms that California residents use and campairing them with eachother.,4,wordcloud,5267807184879616,5,75,1
39,Gas prices,2,60UX58YQ,2015-03-05T16:15:11,Gas prices are changing,4,topic-in-a-box,5268454651199488,5,36,5
10,Air travel,3,8TDODVYW,2015-03-03T12:35:53,Something to do with the TSA,4,topic-in-a-box,5268840929820672,5,43,4
49,Chinese transit,3,KQPF7FAX,2015-03-05T21:46:48,This is chinese transportation.,4,wordcloud,5269136208822272,10,19,3
7,real estate,4,TW4RQGO4,2015-03-05T15:15:02,These remind me of selling or buying a home.,4,histogram,5271204772446208,10,27,2
13,news involving police,4,8XKRTVIK,2015-03-05T17:57:25,News story about police officer involving a killing.,4,histogram,5272090609451008,5,45,2
16,renovation,3,0GM4089O,2015-03-05T20:35:03,descripion of a home renovation,4,histogram,5272621574782976,5,25,4
6,iraq war,4,2O6HZ403,2015-03-05T13:20:37,This concerns the US involvement in the war in Iraq.,4,topic-in-a-box,5274393248792576,10,40,5
6,Politics,4,6VHZHL2V,2015-03-07T17:33:43,President Bush poltically involved America in Iraq.,4,topic-in-a-box,5275096012816384,5,38,1
29,Apology,3,7O8UTM8M,2015-03-05T21:24:30,This is about a mistake and apology in a news article.,4,wordcloud,5275801461194752,5,31,2
14,new cancer research,3,AXH10FOS,2015-03-05T16:22:50,new report on cancer research,4,topic-in-a-box,5276539121827840,20,24,2
17,Description of law elements,3,5V22OYQY,2015-03-05T18:22:38,A description of components in law and related.,4,topic-in-a-box,5276970229170176,10,63,1
1,health insurance,4,TXAORT0R,2015-03-03T03:10:31,A discussion about health care and state government.,4,topic-in-a-box,5279029129117696,20,151,4
21,Public Issue Questions,3,JCZ0J5HH,2015-03-06T09:08:06,"Recent questions from the public made the news, saying enough to justify an article.",4,histogram,5279837656711168,10,37,1
15,movie museum artist,4,R0DBIVPE,2015-03-05T20:41:06,An arts and culture article about possibly a film festival.,4,wordcloud,5280990318559232,10,27,3
23,A memorial ,4,O7GPR67M,2015-03-03T06:44:40,A obituary or memorial piece about someone important who died.,4,histogram,5281065212051456,20,61,5
17,Federal Court Investigation,3,4N4QWSWU,2015-03-04T14:38:52,Supreme court orders federal court judge to be investigated over prison sentence.,4,wordcloud,5281296871849984,20,130,2
24,Football,3,S41WUGX5,2015-03-09T05:15:42,Giants and the Patriots faced one another in a certain superbowl. ,4,histogram,5283548508454912,10,22,5
22,family,4,XV9K7CW9,2015-03-03T06:55:54,the members of a family,4,topic-in-a-box,5283951430074368,5,17,4
35,Company Management,3,LRS3PBGN,2015-03-03T07:16:19,There is a company with the chief executive investing in various business,4,wordcloud,5284183089872896,20,105,3
9,olympics,3,D0UZBUSX,2015-03-06T07:17:31,the concept is that of the olympics,4,word,5284398911979520,10,21,4
42,obituary,3,WBOPPR3M,2015-03-08T05:31:14,This obituary is announcing the death of a few family members and announcing the memorial service for those who survived. ,4,wordcloud,5285284748984320,20,466,1
9,Ski a Mountain,4,5X8W029N,2015-03-08T03:43:17,Every year people ski down the mountain.,4,histogram,5286247358529536,5,67,3
9,championships,4,EY9VDOP6,2015-03-06T15:22:03,sports championships ,4,wordcloud,5286486802956288,20,29,4
23,Obituary,4,OXTIE2O0,2015-03-05T18:26:33,"Death notice for a local, well respected person",4,histogram,5286561696448512,20,30,3
11,Interactions,1,ITNKET4N,2015-03-06T00:22:26,people interacting,4,topic-in-a-box,5286923547443200,10,39,4
10,airport security,2,WT69V85O,2015-03-05T13:32:11,Travelers expect strict security when flying overseas.,4,wordcloud,5287224463589376,10,48,5
29,Stores Misstated Advertising,4,HT7XQPRS,2015-03-03T08:24:48,An article about a chain of stores receiving backlash over not honoring a deal shown in misstated advertising.,4,word,5287431158890496,5,158,1
35,INvestments,2,3O0GFYII,2015-03-05T16:15:38,Article about the CEO of a company and their portfolio,4,histogram,5287730464423936,20,44,5
2,changing media landscape,1,TCDW77U9,2015-03-05T04:37:59,A discussion of the recent and historic changes in media consumption,4,histogram,5288229485936640,5,43,1
23,President shot,2,YSCPRKNA,2015-03-04T19:08:54,Words used during a presidential assasination.,4,histogram,5289441203585024,10,112,5
0,luxeries,4,FM54YUDZ,2015-03-04T06:23:47,objects purchased with disposable income.,4,word,5289492206321664,20,73,2
33,working people ,3,6MKCH3N2,2015-03-05T23:09:20,"economic shas improved , working people have better lives now ",4,word,5290101286371328,10,78,4
10,TSA,4,11K1JX0W,2015-03-05T16:39:56,TSA is the agency that is in charge of security in airports.,4,histogram,5290840557617152,5,17,4
0,smoked fish,5,YUWGICK9,2015-03-09T01:53:44,Cooking fish with a smoker.,4,wordcloud,5292103278002176,5,17,1
46,street art,2,4D0YJD1V,2015-03-08T04:39:54,The art of graffiti in city centers is the concept.,4,word,5292340038074368,5,161,2
9,regional activities,4,WNC9POVH,2015-03-05T17:48:03,"A description of some regional, seasonal outdoor sports in different states.",4,histogram,5292987504394240,10,105,3
3,faith god life,2,XZ3NPR16,2015-03-03T09:52:40,A gathering of different abrahamic faiths.,4,word,5293940718698496,20,83,1
34,Weather Conditions,4,1O7A21SC,2015-03-05T18:58:25,These words are most likely discussing the harsh winter and how everything has been covered in snow and ice lately.,4,wordcloud,5294551409360896,20,51,4
0,pollution,2,XTEAEBTL,2015-03-09T02:09:30,how animals and food are affected by cigarette smoke,4,word,5294842930266112,20,48,3
7,Hotel,4,XSMB9KGX,2015-03-03T03:04:35,They are building a new hotel,4,topic-in-a-box,5295059020808192,20,50,5
4,City attractions,4,BXKSD9V7,2015-03-05T15:19:11,A list of attractions found locally and directions to them using landmarks,4,histogram,5295282895978496,20,47,3
12,Mobile apps,4,Q6RDRZK6,2015-03-05T05:12:43,This is talking about a new mobile app,4,histogram,5295466774265856,5,40,5
29,Ads,3,79UMANIC,2015-03-03T07:40:58,A company would use a lot of marketing and advertising to post these all over the place for brand awareness.,4,wordcloud,5295805002940416,10,29,3
30,War,4,N48YLF3H,2015-03-04T20:55:25,The United States of America's military has been at war with Iraqi forces for years. ,4,wordcloud,5296647353401344,5,73,3
49,China,4,MKS61QL3,2015-03-05T19:01:50,Forms of transit in China,4,wordcloud,5297859876356096,10,32,4
48,Yankee baseball,3,200N6B0J,2015-03-05T16:23:31,This involves a player's contract with the yankees.,4,wordcloud,5299280705224704,10,28,1
0,COOKING FISH,3,4IPSLHK4,2015-03-03T14:08:43,COOKING FISH WITH SALT AND OIL,4,histogram,5299915286642688,10,43,5
48,Baseball ,4,U0KFUZCJ,2015-03-05T13:10:00,Discussing the upcoming baseball season,4,word,5300255125929984,5,23,1
39,gas energy neediest,3,Z680NY3E,2015-03-05T16:47:04,gas and energy are lacking in neediest countries,4,wordcloud,5300539935948800,20,39,3
16,At home workers,3,6RO4RQ9K,2015-03-05T14:44:43,How many households work from home,4,word,5301136131096576,10,59,4
40,Basketball,2,3GJVJVNL,2015-03-04T06:12:40,Describing the basketball game between the Nets and the Knicks.,4,word,5302395361820672,10,99,4
46,Theater arts center,3,S5B1VGGN,2015-03-03T12:56:54,The set of articles talks about the theater center and other museums located near there.,4,topic-in-a-box,5302832106307584,10,65,1
44,musical,3,H0HF95VI,2015-03-03T22:41:52,musical performance in theatre,4,word,5302991556968448,5,15,2
37,Politics,2,U6QESW5W,2015-03-05T13:11:51,American government is largely split between republicans and democrats,4,topic-in-a-box,5303639023288320,5,37,4
8,rate,4,OTVGSWNL,2015-03-03T07:24:47,Rate of increase or decrease of numbers over a period of time.,4,histogram,5304025301909504,10,39,5
36,New York,4,EENMHJ14,2015-03-08T06:52:26,These words describe real estate in New York.,4,topic-in-a-box,5304816649633792,20,48,3
6,war in iraq,3,2VENZH0D,2015-03-05T16:20:18,report on bush administration's war in iraq,4,wordcloud,5305538741010432,5,22,1
4,New York Places,4,680E6LD3,2015-03-04T21:59:42,Describing life in new york city,4,histogram,5305831872528384,20,30,3
43,family,4,DGGRY1EP,2015-03-05T16:07:22,Articles are about raising children.,4,word,5307274981539840,5,19,5
30,Iraq affairs,3,BEBD6H07,2015-03-05T17:57:55,American military involvement in Iraq,4,histogram,5307805946871808,20,56,1
26,Album release,5,E7C3HZA9,2015-03-05T14:59:29,A band has put out an album of jazz music.,4,word,5308237591085056,5,92,5
9,Winter sports,3,CXVD4WUI,2015-03-09T04:56:03,Exanples of winter sports and props needed for ths sports,4,histogram,5308615011336192,5,43,3
49,Transportation,3,RP4MTO0J,2015-03-05T18:11:22,The chinese have built a high speed train.,4,wordcloud,5310280384905216,5,22,5
12,Internet Media,3,CFDWBOIH,2015-03-05T17:30:23,The modern internet has many tools and forms of entertainment available.,4,wordcloud,5310985833283584,10,135,3
37,politics,3,QEXRWRLI,2015-03-05T14:57:34,Democrats and republicans arguing over something.,4,word,5311723493916672,5,20,2
21,politics,2,IBAXASNG,2015-03-05T20:11:37,recent news about people's rights and the government,4,wordcloud,5312341432336384,20,46,3
14,Medical Research,5,UNKUHUQN,2015-03-03T08:23:34,Medical research have found a drug for certain health conditions.,4,word,5313058960310272,5,21,4
3,Church,2,DE7R65PM,2015-03-03T08:25:27,These are parts of catholicism,4,wordcloud,5314239539445760,20,13,5
34,Nature,4,GP7A05I1,2015-03-05T15:12:18,The winter weather will be hard on the trees,4,word,5315452062400512,5,33,3
42,death beloved wife,3,8ZGADJSL,2015-03-03T10:17:26,Going to funeral of wife who has died.,4,wordcloud,5316064363675648,10,37,5
8,Business Funds,3,PHME5BJC,2015-03-04T18:54:05,"Every year sales, prices, and even the market  both increases and decreases numerous times. ",4,wordcloud,5319135802163200,20,52,2
34,trees,4,CTHSH1TB,2015-03-04T19:14:28,Dry weather effects trees so we must water them.,4,topic-in-a-box,5319367461961728,5,48,2
35,Stock Market ,3,B9KWZWYC,2015-03-03T14:11:27,Stock market fluctuates and makes or loses people money.,4,word,5319775215419392,20,37,2
27,Clothing line,4,OTVGSWNL,2015-03-03T07:24:47,It's an Indian fashion designer's clothing line on display.,4,histogram,5319987547865088,10,93,5
23,Companies owner dies.,3,5X8W029N,2015-03-08T03:43:17,An owner of a company die and a family member takes over.,4,histogram,5321746068537344,5,189,3
23,meaning and people,4,3H4JOSE5,2015-03-05T14:52:02,People we care about and how they make us feel,4,word,5321912766955520,20,61,1
5,"Review, guide",4,15Q9J1CT,2015-03-04T13:12:55,Review of a new place opening or a guide to places,4,histogram,5322615530979328,20,44,3
44,Drama,2,7O8UTM8M,2015-03-05T21:24:30,This is about a theatre for various artistic events.,4,wordcloud,5322914836512768,5,32,2
35,CEO pay,1,SLQH0LCP,2015-03-03T07:25:01,Discussion of what CEOs in major companies earn,4,histogram,5323424058572800,5,30,1
28,war,3,HTTRHVW9,2015-03-04T04:42:05,how things are settled when there are disagreements between countries ,4,word,5323971130032128,10,21,1
34,Climate change,5,URNJ2R3N,2015-03-05T14:56:27,Environment,4,word,5325398132916224,20,21,2
